web-scraper-order,web-scraper-start-url,ulasan
"1626441946-122","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya tidak dapat download, download awalnya berjalan, tetapi selalu mandeg di bagian yang sama (hal tersebut juga berlaku untuk buku yang lainnya), 4 jam tidak bergerak samasekali. Sudah memakai jaringan lain ternyata juga tidak berubah (padahal untuk download film lancar). Note: masalah selesai den...Ulasan Lengkap"
"1626441946-190","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Sistem pembayaran kacau. 2 kali subs, keduanya kacau. Bulan lalu tanggal 2 april transfer lewat dana, diurus tanggal 6 dan tanggal 8 april baru aktif. Sekarang tanggal 4 mei 2020 belum 1 bulan udah habis subs premiumnya. Mau melapor juga malas, dari yang sudah-sudah slow respon minta ampun. Take dow...Ulasan Lengkap"
"1626441946-109","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya kirim email komplain kenapa ga dibales bales ya.."
"1626441946-133","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Kasih fitur Highligt dong, biar bisa ngasih tanda kalimat2 pentingnya. Pengaturan pencahayaannya udah ada sih, tapi masih kurang redup, masih bikin mata cepat lelah."
"1626441946-101","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","lumayan bagus, cukup lengkap semoga kedepannya di tambah koleksi buku bukunya terutama buku dlm bahasa inggris"
"1626441946-116","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Masih belum begitu nyaman menggunakan aplikasikan. Saran : Opsi animasi slide halaman krn cukup melelahkan utk swipe terus terhadal ratusan halaman buku, hadirkan fitur sorting berdasarkan tanggal atau nama dan progress bacaan di koleksiku, beberapa buku masih harus dibeli padahal sudah premium."
"1626441946-98","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya habis beli fullyearpremium package 1 year Rp.989.000 tapi sampai saat ini belum berhasil...akun belum berubah..saldo google play sudah kepotong...email ke customer service belum di respon.."
"1626441946-165","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Sudah bisa download tapi belum coba digunakan, kalau aplikasinya ok ditambah lagi bintangnya."
"1626441946-183","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Melalui aplikasi ini, Gramedia terlihat sangat tidak user friendly bahkan menjurus ke sengaja mempersulit konsumen digital. Saya sebagai pembeli premium tidak ditunjukkan bacaan mana yang harus dibeli satuan dan bacaan mana yang sudah dibeli secara paket. Panduan itu penting supaya konsumen tau nila...Ulasan Lengkap"
"1626441946-90","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Perlu banyak perbaikan.. Mau coba yang premium pake mandiri virtual account selalu tertolak karena katanya expired.. Mau pake gopay ga ada terjadi apa-apa.. Edit profile hanya no telp.. Baca dengan mode landscape ga bisa tampil perhalaman tapi harus dua halaman dan ga ada setting nya.. Layar selalu ...Ulasan Lengkap"
"1626441946-175","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Bagaimana caranya saya bisa membaca Ebook yg sudah dibeli agar bisa dibaca di google play book? Baca di aplikasi gramedia sangat sangat tidak nyaman. Tidak ada pengaturan besar kecil sama sekali. Rugi sekali beli ebook di aplikasi gramedia. Kalau begitu bisa gak dibatalkan pembeliannya? Saya mau bel...Ulasan Lengkap"
"1626441946-164","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Akun premium kirain bisa baca semua tanpa terkecuali. Eh ternyata hanya penerbit Gramedia aja. Kenapa coba gak dijelaskan kalau maksud ""SEMUA"" itu ternyata gak semuanya. Pertama dan terakhir deh beli disini. Mending nunggu promo aja, lagipula lebih baik buku fisik drpada e-book. Udh habis kuota, mem...Ulasan Lengkap"
"1626441946-127","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Banyak promonya, banyak buku yang saya suka bisa di unduh tapi kalau tidak sering update sering lambat loding sampai 10 menit lebihlah, ternyata buku hasil unduhanpun penyimpanan di aplikasi gak di internal langsung harus buka aplikasi lagi kalau mau baca jadinya"
"1626441946-160","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Hai, menurut saya ini aplikasinya sudah hampir bagus, lebih bagus lagi di tambah tahun bulan tanggal terbitannya dan di mudahkan untuk searching seperti di perbanyak lagi filter nya dan di update lagi buku"" yang baru keluar bulan ini. Tadi saya sudah nyari buku yang saya cari tapi tidak ada, gimana ...Ulasan Lengkap"
"1626441946-163","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Bismillah. Semoga apk nya bagus ya kak. Soalnya baru download"
"1626441946-150","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Apl nya tidak bisa dibuka ."
"1626441946-144","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Download bukunya ko lama banget ya? Padahal udah pake wifi :("
"1626441946-178","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","fitur2 ebooknya dilengkapi lg agar pembaca tetap bisa mendapatkan pengalaman yg sama seperti membaca buku cetak. Terutama highlighter dan notes. Tambahin itu aja dulu deh serius. Lebih bagus lagi kalo highlight dan notes bisa disinkronkan dg cloud tertentu. Yg lain2: edit profil, wishlisht, night mo...Ulasan Lengkap"
"1626441946-134","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Kalau bisa background gramedia digital book seperti googlebook, hitam sehingga tidak menyilaukan mata yang membaca lama. Silau bikin mata cepat lelah.... Selebihnya formatnya baguuusss...."
"1626441946-137","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","cukup sekali pake apps ini. dan ngk mo instal lagi lagi. hiks. kecewha. sekian dan terima kasih."
"1626441946-130","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Sebel sih karena pas qt langganan qt masih tetep gak bisa download buat save, kek sia2 aja gitu... Hanya bisa baca doang tapi gak bisa di save/unduh. Harganya sama pula kek buku cetaknya."
"1626441946-124","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","PLEASE ADD NIGHT MODE ( DARK THEME ) Overall ,Koleksi bukunya bagus namun ada beberapa saran & kritik lain yang saya harap setidaknya dipertimbangkan developer terkait kenyamanan untuk pembacaan buku. Mohon lebih dioptimalkan dengan mode malam, efek ganti halaman, dll"
"1626441946-194","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Jadi ragu pakenya, banyak review yg udah bayar premium malah banyak masalahnya, ujung-ujung diminta laporan ke email. Lah kan komentar di sini juga harusnya sama saja, tinggal kalian laporkan dan perbaiki."
"1626441946-106","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","1. Saya mengalami kesulitan untuk merubah email saya yang salah tulis 2. Tidak ada costumer service yg available, saya bingung mau tanya tanya kemana Sekian,semoga bisa jadi masukan tuk perbaikan"
"1626441946-202","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Ternyata hanya bisa dibaca di apps Gramedia digital saja. Percuma jika tidak bisa diunduh file pdf nya. Tidak bisa dicetak, sehingga tidak bisa dijadikankan referensi penelitian dalam bentuk fisik. Padahal sudah bayar dengan go pay. Harganya pun jauh lebih mahal dibanding google play buku"
"1626441946-184","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Koleksi buku novel mohon di perlengkap..penulis2 terkenal banyak yg gak ada di sini..jadi kami yg jauh dari indonesia susah mendapatkan buku2nya..harapan satu2nya yaa via app seperti ini..tp saya searching di app ini gak ada penulis2 dan novel yg saya cari..padahal buku nya sangat familiar dan terke...Ulasan Lengkap"
"1626441946-199","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","sudah 2 kali terjadi demikian, ada tulisan aplikasi berhenti, jadi ga bisa buka aplikasi, pdhl baru bayar dan download buku2. masak ulang dr awal lagi unduhnya, habisin data saja ya."
"1626441946-201","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Pikir saya artikelnya bisa di copas, atau dapet file pdfnya, ternyata tidak. Kita udah beli mahal mahal gak bisa di copy texnya. Bahkan sekedar screenshoot pun tidak bisa...😒 Yg kita dapat hanya membaca doang. itupun harus menggunakan aplikasi ini. Ketika buka artikel juga lemot. Saran saya bagi yg...Ulasan Lengkap"
"1626441946-89","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Overall bagus, gramedia digital memberi opsi langganan untuk masyarakat yang hanya ingin membaca buku tanpa harus membeli ebook yang harganya hampir serupa dengan harga buku cetaknya. Cuma pertama kali aku kira dengan berlangganan paket full premiumnya, kita bisa akses semua buku fiksi dan nonfiksi ...Ulasan Lengkap"
"1626441946-188","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Parah udh beli yg full premium, tapi hanya beberapa yg bisa di baca, seharusnya kalo full premium semuanya bisa di baca, tidak perlu bayar lg, dan akhir akhir ini aplikasi nya sering "" Tidak dapat terhubung ke server, silahkan cek koneksi anda"" Padahal sinyal bagus, pake wifi pula masa error dari se...Ulasan Lengkap"
"1626441946-88","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Inilah solusi yang saya cari selama ini, berlangganan banyak buku perbulan tanpa harus beli, buat gramedia tolong dilengkapin lagi bukunya ya... Mantap surantaap buat teman teman yang punya masalah yang sama dengan saya jangan ragu lagi silahkan di donlot app ini..."
"1626441946-162","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Tanggal 13 sept 18 melakukan pemesanan utk yg tanggal 05 sept 18, setelah bayar, ebook yang masuk tanggal 06 sept 18. Komplain ke CS muter2 jawaban sama semua alasan tdk bisa beli yg terdahulu, bisapun maksimal hanya 7 hari yaitu tanggal 06 sept 18. Kalau begitu kenapa TOMBOL BELI DITANGGAL 05 SEPT ...Ulasan Lengkap"
"1626441946-105","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Untuk list buku yang bisa di baca premium bisa lebih banyak lagi, sama yang mau baca lewat PC agar di sediakan versi webnya"
"1626441946-159","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Bukunya lengkap dan bagus tapi font halaman tidak bisa disesuaikan untuk bisa dibaca nyaman di ponsel. Tampilan bukunya jelas jelas cuma hasil scan :( Padahal bayar tapi reading experience-nya zonk. Semoga bisa diperbaiki"
"1626441946-108","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Ga bisa daftar, padahal mau beli paket premium nya lewat shopee... Uninstall aja jadinya"
"1626441946-87","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Hai kak, digramedia digital bagus sekali fitur fiturnya. Tapi sepertinya akan lebih bagus lagi jika ada e-book novel. Saya sebagai reader novel pasti akan sangat suka dengan hal itu. Terimakasih"
"1626441946-146","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Luar biasa, sangat membantu"
"1626441946-149","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Semoga saja aplikasi ini membatu"
"1626441946-95","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Mohon aplikasinya diperbaiki, mengunduhnya sering sekali gagal, dan tidak langsung memulai pengunduhan saat diklik, butuh menunggu beberapa waktu"
"1626441946-140","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya jika anda ingin membeli ebook untuk orang lain, sebaiknya suruh orang tersebut untuk beli sendiri, karena file hanya bisa diakses lewat app dan file tidak dapat di transfer ke orang lain. Dasar app CACAD"
"1626441946-189","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Hubungin ke akun Facebook, eh jenis kelamin dipaksa Perempuan. Warna abu2. Seting TTL juga ribet sekali. Semakin tua orangnya mungkin semakin pegel geser tanggalnya. Setelah profil dikonfirmasi ternyata ga bisa diedit lagi. Sejauh ini ga ngaruh sih dengan pembelian. Cuma agak ga sreg aja profilnya g...Ulasan Lengkap"
"1626441946-154","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Aplikasi sudah bagus dan sangat bermanfaat bagi para penggemar pembaca buku (salah satunya Paketan-nya) Saran kedepannya, Tolong Gramedia membuat sebuah Ebook Reader (seperti Kindle) atau Ebook dapat disambungkan dengan Ebook Reader selain Kindle. Karena mata lumayan pedih jika membaca di layar Mobi...Ulasan Lengkap"
"1626441946-123","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Mohon kalau bisa buku digital tampilannya seperti ebook biasanya, yang bisa swipe seperti membuka halaman baru. Bukan seperti tampilan pdf biasa. Dan kalau bisa diberikan index sesuai daftar isi. Jadi apabila ingin loncat k bab berapa langsung bisa."
"1626441946-158","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Tampilannya bikin ga betah. Fiturnya masih kurang lengkap. Dan masih banyak kekurangannya."
"1626441946-167","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","bagus sih.. gramedia versi digital.. tp beli bukunya harus via bank/atm gitu.. coba ada alternatif bayar di indomaret/alfamart kaya di toko online lazada.. pasti banyak pelajar dengan mudah beli buku online.. kan pelajar mah belom punya kartu atm/bank atuh..."
"1626441946-142","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Kok ga bisa dibuka ini aplikasinya,, hpku oppo reno 5 kok ga bisa buka aplikasi"
"1626441946-151","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya membeli salah satu buku dari Aplikasi ini tetapi bukunya tetap tidak bisa saya akses dan tidak masuk dalam riwayat transaksi saya. Saya sudah melapor tapi tetap tidak ada jawaban dari pihak Gramedia Digital. Sangat tidak profesional."
"1626441946-181","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","tolong tambahin fitur pendukung lagi, biar lebih nyaman baca.. kayak filter cahaya biru yg bisa diatur, pemilihan warna kertas, kamus, pilihan search istilah.. sama tambahin lebih banyak pilihan buku populer dan referensi.. ok? sistem subscribenya juga diperbaiki biar langsung bisa diakses setelah b...Ulasan Lengkap"
"1626441946-193","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Udah beli, mau buka ga bisa, lapor dulu via ig baru bisa. Giliran baca mau pindah halaman malah keluar ke koleksi, bikin capek, malah nyusahin. Analoginya, buku sudah dibaca setiap mau ganti eh bukunya balik ke lemari buku, mau lanjutin buku ak harus pilih dilemari lalu buka lagi. Capek boss!!!"
"1626441946-139","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya telah membeli paket tetapi buku tidak dapat di download, mohon pencerahannya"
"1626441946-191","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Saya sudah melakukan pembayaran untuk non fiction premium package pada tanggal 12 November 2020 kemarin, namun hingga saat ini akun premium yang saya beli masih belum aktif dan saya masih tidak bisa mengakses buku-buku non fiksi, padahal saya sangat membutuhkannya segera. Ketidak otomatisan sistem i...Ulasan Lengkap"
"1626441946-206","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","saya pengguna dari 2016. aplikasi ini sangat membantu pekerjaan saya yg bekerja di media monitoring berita. Namun ketika ada kebijakan disabled screenshot, pekerjaan saya menjadi terhambat karna tidak bisa memenuhi permintaan client untuk monitoring berita secara epaper based. mohon di pertimbangkan...Ulasan Lengkap"
"1626441946-94","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Aplikasinya sudah lumayan baik. Namun ada hal krusial yang perlu ditingkatkan. Pada katalog buku, seharusnya diberikan penanda buku yang masuk ke dalam subscription dan tidak. Ketika saya sudah berlangganan, ternyata ada buku yang saya ingin baca tidak masuk dalam paket subscription. Pelanggan baru ...Ulasan Lengkap"
"1626441946-96","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","hai gramedia yang paling kucintai, semoga kalian membaca ini ya 😘. Saya tadi sedang beli paket premium pake saldo google play, pas sudah membeli paket tersebut tiba-tiba ada bacaan muncul ""Payment Invalid"". Nah MASALAHNYA NIH, SALDO GOOGLE PLAY SAYA LUDES, ITU SALDO SAYA KEMANA DAN PAKETNYA GAK TER...Ulasan Lengkap"
"1626441946-186","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Sekarang kenapa ya klo berlangganan ga langsung aktif otomatis. Pdhl saldo sudah kepotong. Jadi nya sekarang tiap saya berlangganan, sya selalu krm email ke CS gramedia untuk minta di aktifkan premiumnya. Walau fast respon CS nya. Tp masa sih tiap mw di aktifin,sya hrs krm email ke CS trs."
"1626441946-117","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Makasih atas e-booknya!"
"1626441946-204","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","baru pertanya kali download. mau beli tapi bingung tidak dijelaskan ttg ""full premium package atau single edition. Apa beda keduanya ? edited : tambahkan juga fitur wishlist donk."
"1626441946-114","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","Aplikasi di handphone Samsung 50s tidak bisa dibuka. Dulu padahal bisa dan saya sering langganan"
"1626441946-182","https://play.google.com/store/apps/details?id=com.appsfoundry.scoop&showAllReviews=true","SANGAT MENGECEWAKAN. SEKARANG PEMBELIAN HARUS MELALUI KARTU KREDIT. SAYA UDAH NUNGGU DARI BULAN OKTOBER. SAYA PIKIR MAU ADA PERUBAHAN. PADAHAL SUDAH BANYAK KELUHAN YANG MASUK TAPI GA DIGUBRIS AMA PIHAK GRAMEDIANYA. BUKANNYA SEGERA DIPERBAIKI SISTEMNYA AGAR BISA MEMBAYAR VIA INDOMARET. AH SUDAH LAH. ...Ulasan Lengkap"
